"Metai";"Mënuo";"Mënesio pajamos";"Amþius";"Lytis";"Apdraustøjø skaièius"
2016.0;"Gruodis";"701-800 €";"Visos amþiaus grupës";"Moterys";47.44
2016.0;"Gruodis";"701-800 €";"Visos amþiaus grupës";"Vyrai";36.9
2016.0;"Gruodis";"701-800 €";"iki 24 metø";"Visi apdraustieji";6.19
2016.0;"Gruodis";"701-800 €";"iki 24 metø";"Moterys";2.89
2016.0;"Gruodis";"701-800 €";"iki 24 metø";"Vyrai";3.3
2016.0;"Gruodis";"701-800 €";"25-34 metai";"Visi apdraustieji";18.24
2016.0;"Gruodis";"701-800 €";"25-34 metai";"Moterys";9.56
2016.0;"Gruodis";"701-800 €";"25-34 metai";"Vyrai";8.68
2016.0;"Gruodis";"701-800 €";"35-44 metai";"Visi apdraustieji";17.4
2016.0;"Gruodis";"701-800 €";"35-44 metai";"Moterys";10.37
2016.0;"Gruodis";"701-800 €";"35-44 metai";"Vyrai";7.04
2016.0;"Gruodis";"701-800 €";"45-54 metai";"Visi apdraustieji";22.26
2016.0;"Gruodis";"701-800 €";"45-54 metai";"Moterys";13.35
2016.0;"Gruodis";"701-800 €";"45-54 metai";"Vyrai";8.91
2016.0;"Gruodis";"701-800 €";"55-64 metai";"Visi apdraustieji";17.99
2016.0;"Gruodis";"701-800 €";"55-64 metai";"Moterys";10.22
2016.0;"Gruodis";"701-800 €";"55-64 metai";"Vyrai";7.77
2016.0;"Gruodis";"701-800 €";"virð 65 metø";"Visi apdraustieji";2.26
2016.0;"Gruodis";"701-800 €";"virð 65 metø";"Moterys";1.07
2016.0;"Gruodis";"701-800 €";"virð 65 metø";"Vyrai";1.2
2016.0;"Gruodis";"801-900 €";"Visos amþiaus grupës";"Visi apdraustieji";68.04
2016.0;"Gruodis";"801-900 €";"Visos amþiaus grupës";"Moterys";37.1
2016.0;"Gruodis";"801-900 €";"Visos amþiaus grupës";"Vyrai";30.94
2016.0;"Gruodis";"801-900 €";"iki 24 metø";"Visi apdraustieji";4.17
2016.0;"Gruodis";"801-900 €";"iki 24 metø";"Moterys";1.73
2016.0;"Gruodis";"801-900 €";"iki 24 metø";"Vyrai";2.44
2016.0;"Gruodis";"801-900 €";"25-34 metai";"Visi apdraustieji";15.32
2016.0;"Gruodis";"801-900 €";"25-34 metai";"Moterys";7.44
2016.0;"Gruodis";"801-900 €";"25-34 metai";"Vyrai";7.88
2016.0;"Gruodis";"801-900 €";"35-44 metai";"Visi apdraustieji";14.38
2016.0;"Gruodis";"801-900 €";"35-44 metai";"Moterys";8.31
2016.0;"Gruodis";"801-900 €";"35-44 metai";"Vyrai";6.07
2016.0;"Gruodis";"801-900 €";"45-54 metai";"Visi apdraustieji";18.04
2016.0;"Gruodis";"801-900 €";"45-54 metai";"Moterys";10.62
2016.0;"Gruodis";"801-900 €";"45-54 metai";"Vyrai";7.42
2016.0;"Gruodis";"801-900 €";"55-64 metai";"Visi apdraustieji";14.42
2016.0;"Gruodis";"801-900 €";"55-64 metai";"Moterys";8.19
2016.0;"Gruodis";"801-900 €";"55-64 metai";"Vyrai";6.23
2016.0;"Gruodis";"801-900 €";"virð 65 metø";"Visi apdraustieji";1.71
2016.0;"Gruodis";"801-900 €";"virð 65 metø";"Moterys";0.82
2016.0;"Gruodis";"801-900 €";"virð 65 metø";"Vyrai";0.9
2016.0;"Gruodis";"901-1000 €";"Visos amþiaus grupës";"Visi apdraustieji";60.02
2016.0;"Gruodis";"901-1000 €";"Visos amþiaus grupës";"Moterys";31.23
2016.0;"Gruodis";"901-1000 €";"Visos amþiaus grupës";"Vyrai";28.78
2016.0;"Gruodis";"901-1000 €";"iki 24 metø";"Visi apdraustieji";3.19
2016.0;"Gruodis";"901-1000 €";"iki 24 metø";"Moterys";1.19
2016.0;"Gruodis";"901-1000 €";"iki 24 metø";"Vyrai";2.0
2016.0;"Gruodis";"901-1000 €";"25-34 metai";"Visi apdraustieji";14.69
2016.0;"Gruodis";"901-1000 €";"25-34 metai";"Moterys";6.65
2016.0;"Gruodis";"901-1000 €";"25-34 metai";"Vyrai";8.04
2016.0;"Gruodis";"901-1000 €";"35-44 metai";"Visi apdraustieji";13.0
2016.0;"Gruodis";"901-1000 €";"35-44 metai";"Moterys";7.18
2016.0;"Gruodis";"901-1000 €";"35-44 metai";"Vyrai";5.82
2016.0;"Gruodis";"901-1000 €";"45-54 metai";"Visi apdraustieji";15.78
2016.0;"Gruodis";"901-1000 €";"45-54 metai";"Moterys";8.97
2016.0;"Gruodis";"901-1000 €";"45-54 metai";"Vyrai";6.81
2016.0;"Gruodis";"901-1000 €";"55-64 metai";"Visi apdraustieji";12.07
2016.0;"Gruodis";"901-1000 €";"55-64 metai";"Moterys";6.63
2016.0;"Gruodis";"901-1000 €";"55-64 metai";"Vyrai";5.44
2016.0;"Gruodis";"901-1000 €";"virð 65 metø";"Visi apdraustieji";1.29
2016.0;"Gruodis";"901-1000 €";"virð 65 metø";"Moterys";0.61
2016.0;"Gruodis";"901-1000 €";"virð 65 metø";"Vyrai";0.68
2016.0;"Gruodis";"1001-1300 €";"Visos amþiaus grupës";"Visi apdraustieji";115.3
2016.0;"Gruodis";"1001-1300 €";"Visos amþiaus grupës";"Moterys";58.42
2016.0;"Gruodis";"1001-1300 €";"Visos amþiaus grupës";"Vyrai";56.88
2016.0;"Gruodis";"1001-1300 €";"iki 24 metø";"Visi apdraustieji";4.57
2016.0;"Gruodis";"1001-1300 €";"iki 24 metø";"Moterys";1.59
2016.0;"Gruodis";"1001-1300 €";"iki 24 metø";"Vyrai";2.99
2016.0;"Gruodis";"1001-1300 €";"25-34 metai";"Visi apdraustieji";28.81
2016.0;"Gruodis";"1001-1300 €";"25-34 metai";"Moterys";12.09
2016.0;"Gruodis";"1001-1300 €";"25-34 metai";"Vyrai";16.72
2016.0;"Gruodis";"1001-1300 €";"35-44 metai";"Visi apdraustieji";26.64
2016.0;"Gruodis";"1001-1300 €";"35-44 metai";"Moterys";14.13
2016.0;"Gruodis";"1001-1300 €";"35-44 metai";"Vyrai";12.52
2016.0;"Gruodis";"1001-1300 €";"45-54 metai";"Visi apdraustieji";29.75
2016.0;"Gruodis";"1001-1300 €";"45-54 metai";"Moterys";16.73
2016.0;"Gruodis";"1001-1300 €";"45-54 metai";"Vyrai";13.02
2016.0;"Gruodis";"1001-1300 €";"55-64 metai";"Visi apdraustieji";22.99
2016.0;"Gruodis";"1001-1300 €";"55-64 metai";"Moterys";12.64
2016.0;"Gruodis";"1001-1300 €";"55-64 metai";"Vyrai";10.35
2016.0;"Gruodis";"1001-1300 €";"virð 65 metø";"Visi apdraustieji";2.53
2016.0;"Gruodis";"1001-1300 €";"virð 65 metø";"Moterys";1.24
2016.0;"Gruodis";"1001-1300 €";"virð 65 metø";"Vyrai";1.29
2016.0;"Gruodis";"1301-1600 €";"Visos amþiaus grupës";"Visi apdraustieji";59.87
2016.0;"Gruodis";"1301-1600 €";"Visos amþiaus grupës";"Moterys";28.3
2016.0;"Gruodis";"1301-1600 €";"Visos amþiaus grupës";"Vyrai";31.57
2016.0;"Gruodis";"1301-1600 €";"iki 24 metø";"Visi apdraustieji";1.56
2016.0;"Gruodis";"1301-1600 €";"iki 24 metø";"Moterys";0.48
2016.0;"Gruodis";"1301-1600 €";"iki 24 metø";"Vyrai";1.08
2016.0;"Gruodis";"1301-1600 €";"25-34 metai";"Visi apdraustieji";16.55
2016.0;"Gruodis";"1301-1600 €";"25-34 metai";"Moterys";6.38
2016.0;"Gruodis";"1301-1600 €";"25-34 metai";"Vyrai";10.17
2016.0;"Gruodis";"1301-1600 €";"35-44 metai";"Visi apdraustieji";15.17
2016.0;"Gruodis";"1301-1600 €";"35-44 metai";"Moterys";7.36
2016.0;"Gruodis";"1301-1600 €";"35-44 metai";"Vyrai";7.82
2016.0;"Gruodis";"1301-1600 €";"45-54 metai";"Visi apdraustieji";14.45
2016.0;"Gruodis";"1301-1600 €";"45-54 metai";"Moterys";7.79
2016.0;"Gruodis";"1301-1600 €";"45-54 metai";"Vyrai";6.67
2016.0;"Gruodis";"1301-1600 €";"55-64 metai";"Visi apdraustieji";10.82
2016.0;"Gruodis";"1301-1600 €";"55-64 metai";"Moterys";5.67
2016.0;"Gruodis";"1301-1600 €";"55-64 metai";"Vyrai";5.15
2016.0;"Gruodis";"1301-1600 €";"virð 65 metø";"Visi apdraustieji";1.32
2016.0;"Gruodis";"1301-1600 €";"virð 65 metø";"Moterys";0.62
2016.0;"Gruodis";"1301-1600 €";"virð 65 metø";"Vyrai";0.7
2016.0;"Gruodis";"1601-2000 €";"Visos amþiaus grupës";"Visi apdraustieji";38.73
2016.0;"Gruodis";"1601-2000 €";"Visos amþiaus grupës";"Moterys";17.52
2016.0;"Gruodis";"1601-2000 €";"Visos amþiaus grupës";"Vyrai";21.21
2016.0;"Gruodis";"1601-2000 €";"iki 24 metø";"Visi apdraustieji";0.68
2016.0;"Gruodis";"1601-2000 €";"iki 24 metø";"Moterys";0.19
2016.0;"Gruodis";"1601-2000 €";"iki 24 metø";"Vyrai";0.49
2016.0;"Gruodis";"1601-2000 €";"25-34 metai";"Visi apdraustieji";10.67
2016.0;"Gruodis";"1601-2000 €";"25-34 metai";"Moterys";3.78
2016.0;"Gruodis";"1601-2000 €";"25-34 metai";"Vyrai";6.89
2016.0;"Gruodis";"1601-2000 €";"35-44 metai";"Visi apdraustieji";10.86
2016.0;"Gruodis";"1601-2000 €";"35-44 metai";"Moterys";4.88
2016.0;"Gruodis";"1601-2000 €";"35-44 metai";"Vyrai";5.98
2016.0;"Gruodis";"1601-2000 €";"45-54 metai";"Visi apdraustieji";9.04
2016.0;"Gruodis";"1601-2000 €";"45-54 metai";"Moterys";4.77
2016.0;"Gruodis";"1601-2000 €";"45-54 metai";"Vyrai";4.27
2016.0;"Gruodis";"1601-2000 €";"55-64 metai";"Visi apdraustieji";6.52
2016.0;"Gruodis";"1601-2000 €";"55-64 metai";"Moterys";3.45
2016.0;"Gruodis";"1601-2000 €";"55-64 metai";"Vyrai";3.07
2016.0;"Gruodis";"1601-2000 €";"virð 65 metø";"Visi apdraustieji";0.95
2016.0;"Gruodis";"1601-2000 €";"virð 65 metø";"Moterys";0.45
2016.0;"Gruodis";"1601-2000 €";"virð 65 metø";"Vyrai";0.51
2016.0;"Gruodis";"2001-3000 €";"Visos amþiaus grupës";"Visi apdraustieji";34.8
2016.0;"Gruodis";"2001-3000 €";"Visos amþiaus grupës";"Moterys";14.09
2016.0;"Gruodis";"2001-3000 €";"Visos amþiaus grupës";"Vyrai";20.72
2016.0;"Gruodis";"2001-3000 €";"iki 24 metø";"Visi apdraustieji";0.4
2016.0;"Gruodis";"2001-3000 €";"iki 24 metø";"Moterys";0.09
2016.0;"Gruodis";"2001-3000 €";"iki 24 metø";"Vyrai";0.3
2016.0;"Gruodis";"2001-3000 €";"25-34 metai";"Visi apdraustieji";9.18
2016.0;"Gruodis";"2001-3000 €";"25-34 metai";"Moterys";2.83
2016.0;"Gruodis";"2001-3000 €";"25-34 metai";"Vyrai";6.35
2016.0;"Gruodis";"2001-3000 €";"35-44 metai";"Visi apdraustieji";10.69
2016.0;"Gruodis";"2001-3000 €";"35-44 metai";"Moterys";4.28
2016.0;"Gruodis";"2001-3000 €";"35-44 metai";"Vyrai";6.41
2016.0;"Gruodis";"2001-3000 €";"45-54 metai";"Visi apdraustieji";7.95
2016.0;"Gruodis";"2001-3000 €";"45-54 metai";"Moterys";3.77
2016.0;"Gruodis";"2001-3000 €";"45-54 metai";"Vyrai";4.17
2016.0;"Gruodis";"2001-3000 €";"55-64 metai";"Visi apdraustieji";5.72
2016.0;"Gruodis";"2001-3000 €";"55-64 metai";"Moterys";2.75
2016.0;"Gruodis";"2001-3000 €";"55-64 metai";"Vyrai";2.97
2016.0;"Gruodis";"2001-3000 €";"virð 65 metø";"Visi apdraustieji";0.88
2016.0;"Gruodis";"2001-3000 €";"virð 65 metø";"Moterys";0.36
2016.0;"Gruodis";"2001-3000 €";"virð 65 metø";"Vyrai";0.52
2016.0;"Gruodis";"3001-4000 €";"Visos amþiaus grupës";"Visi apdraustieji";10.24
2016.0;"Gruodis";"3001-4000 €";"Visos amþiaus grupës";"Moterys";3.4
2016.0;"Gruodis";"3001-4000 €";"Visos amþiaus grupës";"Vyrai";6.84
2016.0;"Gruodis";"3001-4000 €";"iki 24 metø";"Visi apdraustieji";0.04
2016.0;"Gruodis";"3001-4000 €";"iki 24 metø";"Moterys";0.01
2016.0;"Gruodis";"3001-4000 €";"iki 24 metø";"Vyrai";0.03
2016.0;"Gruodis";"3001-4000 €";"25-34 metai";"Visi apdraustieji";2.5
2016.0;"Gruodis";"3001-4000 €";"25-34 metai";"Moterys";0.61
2016.0;"Gruodis";"3001-4000 €";"25-34 metai";"Vyrai";1.89
2016.0;"Gruodis";"3001-4000 €";"35-44 metai";"Visi apdraustieji";3.54
2016.0;"Gruodis";"3001-4000 €";"35-44 metai";"Moterys";1.19
2016.0;"Gruodis";"3001-4000 €";"35-44 metai";"Vyrai";2.35
2016.0;"Gruodis";"3001-4000 €";"45-54 metai";"Visi apdraustieji";2.42
2016.0;"Gruodis";"3001-4000 €";"45-54 metai";"Moterys";0.95
2016.0;"Gruodis";"3001-4000 €";"45-54 metai";"Vyrai";1.47
2016.0;"Gruodis";"3001-4000 €";"55-64 metai";"Visi apdraustieji";1.52
2016.0;"Gruodis";"3001-4000 €";"55-64 metai";"Moterys";0.57
2016.0;"Gruodis";"3001-4000 €";"55-64 metai";"Vyrai";0.95
2016.0;"Gruodis";"3001-4000 €";"virð 65 metø";"Visi apdraustieji";0.23
2016.0;"Gruodis";"3001-4000 €";"virð 65 metø";"Moterys";0.07
2016.0;"Gruodis";"3001-4000 €";"virð 65 metø";"Vyrai";0.16
2016.0;"Gruodis";"4001-5000 €";"Visos amþiaus grupës";"Visi apdraustieji";3.89
2016.0;"Gruodis";"4001-5000 €";"Visos amþiaus grupës";"Moterys";1.12
2016.0;"Gruodis";"4001-5000 €";"Visos amþiaus grupës";"Vyrai";2.78
2016.0;"Gruodis";"4001-5000 €";"iki 24 metø";"Visi apdraustieji";0.02
2016.0;"Gruodis";"4001-5000 €";"iki 24 metø";"Moterys";0.0
2016.0;"Gruodis";"4001-5000 €";"iki 24 metø";"Vyrai";0.01
2016.0;"Gruodis";"4001-5000 €";"25-34 metai";"Visi apdraustieji";0.81
2016.0;"Gruodis";"4001-5000 €";"25-34 metai";"Moterys";0.18
2016.0;"Gruodis";"4001-5000 €";"25-34 metai";"Vyrai";0.63
2016.0;"Gruodis";"4001-5000 €";"35-44 metai";"Visi apdraustieji";1.49
2016.0;"Gruodis";"4001-5000 €";"35-44 metai";"Moterys";0.45
2016.0;"Gruodis";"4001-5000 €";"35-44 metai";"Vyrai";1.04
2016.0;"Gruodis";"4001-5000 €";"45-54 metai";"Visi apdraustieji";0.93
2016.0;"Gruodis";"4001-5000 €";"45-54 metai";"Moterys";0.29
2016.0;"Gruodis";"4001-5000 €";"45-54 metai";"Vyrai";0.65
2016.0;"Gruodis";"4001-5000 €";"55-64 metai";"Visi apdraustieji";0.56
2016.0;"Gruodis";"4001-5000 €";"55-64 metai";"Moterys";0.19
2016.0;"Gruodis";"4001-5000 €";"55-64 metai";"Vyrai";0.37
2016.0;"Gruodis";"4001-5000 €";"virð 65 metø";"Visi apdraustieji";0.09
2016.0;"Gruodis";"4001-5000 €";"virð 65 metø";"Moterys";0.02
2016.0;"Gruodis";"4001-5000 €";"virð 65 metø";"Vyrai";0.07
2016.0;"Gruodis";"virð 5001 €";"Visos amþiaus grupës";"Visi apdraustieji";4.91
2016.0;"Gruodis";"virð 5001 €";"Visos amþiaus grupës";"Moterys";1.19
2016.0;"Gruodis";"virð 5001 €";"Visos amþiaus grupës";"Vyrai";3.72
2016.0;"Gruodis";"virð 5001 €";"iki 24 metø";"Visi apdraustieji";0.02
2016.0;"Gruodis";"virð 5001 €";"iki 24 metø";"Moterys";0.0
2016.0;"Gruodis";"virð 5001 €";"iki 24 metø";"Vyrai";0.02
2016.0;"Gruodis";"virð 5001 €";"25-34 metai";"Visi apdraustieji";0.88
2016.0;"Gruodis";"virð 5001 €";"25-34 metai";"Moterys";0.17
2016.0;"Gruodis";"virð 5001 €";"25-34 metai";"Vyrai";0.71
2016.0;"Gruodis";"virð 5001 €";"35-44 metai";"Visi apdraustieji";1.97
2016.0;"Gruodis";"virð 5001 €";"35-44 metai";"Moterys";0.45
2016.0;"Gruodis";"virð 5001 €";"35-44 metai";"Vyrai";1.52
2016.0;"Gruodis";"virð 5001 €";"45-54 metai";"Visi apdraustieji";1.21
2016.0;"Gruodis";"virð 5001 €";"45-54 metai";"Moterys";0.35
2016.0;"Gruodis";"virð 5001 €";"45-54 metai";"Vyrai";0.87
2016.0;"Gruodis";"virð 5001 €";"55-64 metai";"Visi apdraustieji";0.67
2016.0;"Gruodis";"virð 5001 €";"55-64 metai";"Moterys";0.18
2016.0;"Gruodis";"virð 5001 €";"55-64 metai";"Vyrai";0.49
2016.0;"Gruodis";"virð 5001 €";"virð 65 metø";"Visi apdraustieji";0.15
2016.0;"Gruodis";"virð 5001 €";"virð 65 metø";"Moterys";0.03
2016.0;"Gruodis";"virð 5001 €";"virð 65 metø";"Vyrai";0.12
2017.0;"Sausis";"iki 380 € (MMA)";"Visos amþiaus grupës";"Visi apdraustieji";254.14
2017.0;"Sausis";"iki 380 € (MMA)";"Visos amþiaus grupës";"Moterys";143.6
2017.0;"Sausis";"iki 380 € (MMA)";"Visos amþiaus grupës";"Vyrai";110.54
2017.0;"Sausis";"iki 380 € (MMA)";"iki 24 metø";"Visi apdraustieji";25.64
2017.0;"Sausis";"iki 380 € (MMA)";"iki 24 metø";"Moterys";14.21
2017.0;"Sausis";"iki 380 € (MMA)";"iki 24 metø";"Vyrai";11.43
2017.0;"Sausis";"iki 380 € (MMA)";"25-34 metai";"Visi apdraustieji";43.98
2017.0;"Sausis";"iki 380 € (MMA)";"25-34 metai";"Moterys";21.96
2017.0;"Sausis";"iki 380 € (MMA)";"25-34 metai";"Vyrai";22.02
2017.0;"Sausis";"iki 380 € (MMA)";"35-44 metai";"Visi apdraustieji";51.1
2017.0;"Sausis";"iki 380 € (MMA)";"35-44 metai";"Moterys";28.2
2017.0;"Sausis";"iki 380 € (MMA)";"35-44 metai";"Vyrai";22.9
2017.0;"Sausis";"iki 380 € (MMA)";"45-54 metai";"Visi apdraustieji";62.97
2017.0;"Sausis";"iki 380 € (MMA)";"45-54 metai";"Moterys";37.03
2017.0;"Sausis";"iki 380 € (MMA)";"45-54 metai";"Vyrai";25.94
2017.0;"Sausis";"iki 380 € (MMA)";"55-64 metai";"Visi apdraustieji";52.91
2017.0;"Sausis";"iki 380 € (MMA)";"55-64 metai";"Moterys";32.3
2017.0;"Sausis";"iki 380 € (MMA)";"55-64 metai";"Vyrai";20.61
2017.0;"Sausis";"iki 380 € (MMA)";"virð 65 metø";"Visi apdraustieji";17.54
2017.0;"Sausis";"iki 380 € (MMA)";"virð 65 metø";"Moterys";9.9
2017.0;"Sausis";"iki 380 € (MMA)";"virð 65 metø";"Vyrai";7.64
2017.0;"Sausis";"381-400 €";"Visos amþiaus grupës";"Visi apdraustieji";36.48
2017.0;"Sausis";"381-400 €";"Visos amþiaus grupës";"Moterys";19.45
2017.0;"Sausis";"381-400 €";"Visos amþiaus grupës";"Vyrai";17.02
2017.0;"Sausis";"381-400 €";"iki 24 metø";"Visi apdraustieji";3.15
2017.0;"Sausis";"381-400 €";"iki 24 metø";"Moterys";1.5
2017.0;"Sausis";"381-400 €";"iki 24 metø";"Vyrai";1.65
2017.0;"Sausis";"381-400 €";"25-34 metai";"Visi apdraustieji";7.21
2017.0;"Sausis";"381-400 €";"25-34 metai";"Moterys";3.3
2017.0;"Sausis";"381-400 €";"25-34 metai";"Vyrai";3.91
2017.0;"Sausis";"381-400 €";"35-44 metai";"Visi apdraustieji";7.94
2017.0;"Sausis";"381-400 €";"35-44 metai";"Moterys";4.26
2017.0;"Sausis";"381-400 €";"35-44 metai";"Vyrai";3.68
2017.0;"Sausis";"381-400 €";"45-54 metai";"Visi apdraustieji";9.73
2017.0;"Sausis";"381-400 €";"45-54 metai";"Moterys";5.57
2017.0;"Sausis";"381-400 €";"45-54 metai";"Vyrai";4.16
2017.0;"Sausis";"381-400 €";"55-64 metai";"Visi apdraustieji";7.26
2017.0;"Sausis";"381-400 €";"55-64 metai";"Moterys";4.22
2017.0;"Sausis";"381-400 €";"55-64 metai";"Vyrai";3.05
2017.0;"Sausis";"381-400 €";"virð 65 metø";"Visi apdraustieji";1.19
2017.0;"Sausis";"381-400 €";"virð 65 metø";"Moterys";0.61
2017.0;"Sausis";"381-400 €";"virð 65 metø";"Vyrai";0.58
2017.0;"Sausis";"401-450 €";"Visos amþiaus grupës";"Visi apdraustieji";69.63
2017.0;"Sausis";"401-450 €";"Visos amþiaus grupës";"Moterys";42.07
2017.0;"Sausis";"401-450 €";"Visos amþiaus grupës";"Vyrai";27.57
2017.0;"Sausis";"401-450 €";"iki 24 metø";"Visi apdraustieji";6.21
2017.0;"Sausis";"401-450 €";"iki 24 metø";"Moterys";3.55
2017.0;"Sausis";"401-450 €";"iki 24 metø";"Vyrai";2.66
2017.0;"Sausis";"401-450 €";"25-34 metai";"Visi apdraustieji";12.51
2017.0;"Sausis";"401-450 €";"25-34 metai";"Moterys";6.99
2017.0;"Sausis";"401-450 €";"25-34 metai";"Vyrai";5.52
2017.0;"Sausis";"401-450 €";"35-44 metai";"Visi apdraustieji";14.18
2017.0;"Sausis";"401-450 €";"35-44 metai";"Moterys";8.75
2017.0;"Sausis";"401-450 €";"35-44 metai";"Vyrai";5.44
2017.0;"Sausis";"401-450 €";"45-54 metai";"Visi apdraustieji";19.03
2017.0;"Sausis";"401-450 €";"45-54 metai";"Moterys";12.06
2017.0;"Sausis";"401-450 €";"45-54 metai";"Vyrai";6.97
2017.0;"Sausis";"401-450 €";"55-64 metai";"Visi apdraustieji";15.23
2017.0;"Sausis";"401-450 €";"55-64 metai";"Moterys";9.41
2017.0;"Sausis";"401-450 €";"55-64 metai";"Vyrai";5.82
2017.0;"Sausis";"401-450 €";"virð 65 metø";"Visi apdraustieji";2.47
2017.0;"Sausis";"401-450 €";"virð 65 metø";"Moterys";1.31
2017.0;"Sausis";"401-450 €";"virð 65 metø";"Vyrai";1.16
2017.0;"Sausis";"451-500 €";"Visos amþiaus grupës";"Visi apdraustieji";77.79
2017.0;"Sausis";"451-500 €";"Visos amþiaus grupës";"Moterys";38.75
2017.0;"Sausis";"451-500 €";"Visos amþiaus grupës";"Vyrai";39.04
2017.0;"Sausis";"451-500 €";"iki 24 metø";"Visi apdraustieji";5.92
2017.0;"Sausis";"451-500 €";"iki 24 metø";"Moterys";3.01
2017.0;"Sausis";"451-500 €";"iki 24 metø";"Vyrai";2.91
2017.0;"Sausis";"451-500 €";"25-34 metai";"Visi apdraustieji";14.49
2017.0;"Sausis";"451-500 €";"25-34 metai";"Moterys";6.75
2017.0;"Sausis";"451-500 €";"25-34 metai";"Vyrai";7.74
2017.0;"Sausis";"451-500 €";"35-44 metai";"Visi apdraustieji";16.43
2017.0;"Sausis";"451-500 €";"35-44 metai";"Moterys";7.95
2017.0;"Sausis";"451-500 €";"35-44 metai";"Vyrai";8.48
2017.0;"Sausis";"451-500 €";"45-54 metai";"Visi apdraustieji";21.99
2017.0;"Sausis";"451-500 €";"45-54 metai";"Moterys";10.97
2017.0;"Sausis";"451-500 €";"45-54 metai";"Vyrai";11.02
2017.0;"Sausis";"451-500 €";"55-64 metai";"Visi apdraustieji";16.43
2017.0;"Sausis";"451-500 €";"55-64 metai";"Moterys";8.89
2017.0;"Sausis";"451-500 €";"55-64 metai";"Vyrai";7.54
2017.0;"Sausis";"451-500 €";"virð 65 metø";"Visi apdraustieji";2.53
2017.0;"Sausis";"451-500 €";"virð 65 metø";"Moterys";1.18
2017.0;"Sausis";"451-500 €";"virð 65 metø";"Vyrai";1.35
2017.0;"Sausis";"501-600 €";"Visos amþiaus grupës";"Visi apdraustieji";116.61
2017.0;"Sausis";"501-600 €";"Visos amþiaus grupës";"Moterys";62.98
2017.0;"Sausis";"501-600 €";"Visos amþiaus grupës";"Vyrai";53.63
2017.0;"Sausis";"501-600 €";"iki 24 metø";"Visi apdraustieji";8.94
2017.0;"Sausis";"501-600 €";"iki 24 metø";"Moterys";4.69
2017.0;"Sausis";"501-600 €";"iki 24 metø";"Vyrai";4.25
2017.0;"Sausis";"501-600 €";"25-34 metai";"Visi apdraustieji";22.33
2017.0;"Sausis";"501-600 €";"25-34 metai";"Moterys";11.7
2017.0;"Sausis";"501-600 €";"25-34 metai";"Vyrai";10.63
2017.0;"Sausis";"501-600 €";"35-44 metai";"Visi apdraustieji";24.27
2017.0;"Sausis";"501-600 €";"35-44 metai";"Moterys";13.58
2017.0;"Sausis";"501-600 €";"35-44 metai";"Vyrai";10.69
2017.0;"Sausis";"501-600 €";"45-54 metai";"Visi apdraustieji";32.23
2017.0;"Sausis";"501-600 €";"45-54 metai";"Moterys";17.6
2017.0;"Sausis";"501-600 €";"45-54 metai";"Vyrai";14.63
2017.0;"Sausis";"501-600 €";"55-64 metai";"Visi apdraustieji";25.31
2017.0;"Sausis";"501-600 €";"55-64 metai";"Moterys";13.73
2017.0;"Sausis";"501-600 €";"55-64 metai";"Vyrai";11.58
2017.0;"Sausis";"501-600 €";"virð 65 metø";"Visi apdraustieji";3.53
2017.0;"Sausis";"501-600 €";"virð 65 metø";"Moterys";1.68
2017.0;"Sausis";"501-600 €";"virð 65 metø";"Vyrai";1.85
2017.0;"Sausis";"601-700 €";"Visos amþiaus grupës";"Visi apdraustieji";94.41
2017.0;"Sausis";"601-700 €";"Visos amþiaus grupës";"Moterys";55.13
2017.0;"Sausis";"601-700 €";"Visos amþiaus grupës";"Vyrai";39.28
2017.0;"Sausis";"601-700 €";"iki 24 metø";"Visi apdraustieji";7.08
2017.0;"Sausis";"601-700 €";"iki 24 metø";"Moterys";3.46
2017.0;"Sausis";"601-700 €";"iki 24 metø";"Vyrai";3.62
2017.0;"Sausis";"601-700 €";"25-34 metai";"Visi apdraustieji";19.77
2017.0;"Sausis";"601-700 €";"25-34 metai";"Moterys";10.79
2017.0;"Sausis";"601-700 €";"25-34 metai";"Vyrai";8.98
2017.0;"Sausis";"601-700 €";"35-44 metai";"Visi apdraustieji";19.23
2017.0;"Sausis";"601-700 €";"35-44 metai";"Moterys";12.02
2017.0;"Sausis";"601-700 €";"35-44 metai";"Vyrai";7.21
2017.0;"Sausis";"601-700 €";"45-54 metai";"Visi apdraustieji";25.56
2017.0;"Sausis";"601-700 €";"45-54 metai";"Moterys";15.79
2017.0;"Sausis";"601-700 €";"45-54 metai";"Vyrai";9.77
2017.0;"Sausis";"601-700 €";"55-64 metai";"Visi apdraustieji";20.26
2017.0;"Sausis";"601-700 €";"55-64 metai";"Moterys";11.79
2017.0;"Sausis";"601-700 €";"55-64 metai";"Vyrai";8.47
2017.0;"Sausis";"601-700 €";"virð 65 metø";"Visi apdraustieji";2.51
2017.0;"Sausis";"601-700 €";"virð 65 metø";"Moterys";1.28
2017.0;"Sausis";"601-700 €";"virð 65 metø";"Vyrai";1.23
2017.0;"Sausis";"701-800 €";"Visos amþiaus grupës";"Visi apdraustieji";83.25
2017.0;"Sausis";"701-800 €";"Visos amþiaus grupës";"Moterys";45.79
2017.0;"Sausis";"701-800 €";"Visos amþiaus grupës";"Vyrai";37.46
2017.0;"Sausis";"701-800 €";"iki 24 metø";"Visi apdraustieji";5.7
2017.0;"Sausis";"701-800 €";"iki 24 metø";"Moterys";2.57
